Metadata: {"arch":"arm64","console_log":"console.log","dist_size":211549,"engine":"bramblex","repository":"https://github.com/bramblex/jsjs.git","revision":"ab7133f7435acdf16a86473cbd36ab68d6195fba","revision_date":"2018-03-08"}
compat-table/es6/literals.binary.Number.js: OK
compat-table/es6/literals.binary.js: SyntaxError: Identifier directly after number (9:10)
compat-table/es6/literals.object.computed-accessors.js: SyntaxError: Unexpected token (13:12)
compat-table/es6/literals.object.computed-properties.js: SyntaxError: Unexpected token (11:12)
compat-table/es6/literals.object.computed-shorthand-methods.js: SyntaxError: Unexpected token (11:12)
compat-table/es6/literals.object.shorthand-methods.js: SyntaxError: Unexpected token (10:13)
compat-table/es6/literals.object.shorthand-properties.js: SyntaxError: Unexpected token (10:26)
compat-table/es6/literals.object.string-keyed-shorthand-methods.js: SyntaxError: Unexpected token (10:21)
compat-table/es6/literals.octal.Number.js: OK
compat-table/es6/literals.octal.js: SyntaxError: Identifier directly after number (9:10)
compat-table/es6/misc.Invalid-Date.js: OK
compat-table/es6/misc.Object.freeze.primitives.js: OK
compat-table/es6/misc.Object.getOwnPropertyDescriptor.primitives.js: OK
compat-table/es6/misc.Object.getOwnPropertyNames.primitives.js: OK
compat-table/es6/misc.Object.getPrototypeOf.primitives.js: OK
compat-table/es6/misc.Object.isExtensible.primitives.js: OK
compat-table/es6/misc.Object.isFrozen.primitives.js: OK
compat-table/es6/misc.Object.isSealed.primitives.js: OK
compat-table/es6/misc.Object.keys.primitives.js: OK
compat-table/es6/misc.Object.preventExtensions.primitives.js: OK
compat-table/es6/misc.Object.seal.primitives.js: OK
compat-table/es6/misc.Proxy.defineProperty.SetIntegrityLevel.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.defineProperty.Set.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.deleteProperty.Array.copyWithin.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.deleteProperty.Array.pop.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.deleteProperty.Array.reverse.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.deleteProperty.Array.shift.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.deleteProperty.Array.splice.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.deleteProperty.Array.unshift.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Function.bind.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Object.assign.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Object.hasOwnProperty.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Set.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Array.concat.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Array.from.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Array.iteration.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Array.pop.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Array.reverse.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Array.shift.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Array.splice.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Array.toString.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.ClassDefinitionEvaluation.js: SyntaxError: The keyword 'class' is reserved (13:2)
compat-table/es6/misc.Proxy.get.CreateDynamicFunction.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.CreateListFromArrayLike.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Date.toJSON.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Error.toString.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Function.bind.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.HasBinding.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.IteratorComplete.js: SyntaxError: Unexpected token (22:12)
compat-table/es6/misc.Proxy.get.JSON.stringify.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Object.assign.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Object.defineProperties.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.Promise.resolve.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.RegExp-constructor.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/misc.Proxy.get.RegExp.Symbol.match.js: global 未定义
compat-table/es6/misc.Proxy.get.RegExp.Symbol.replace.js: global 未定义
compat-table/es6/misc.Proxy.get.RegExp.Symbol.search.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.RegExp.Symbol.split.js: exception: [Error] [object Object], 'Function' 未定义
compat-table/es6/misc.Proxy.get.RegExp.flags.js: global 未定义
compat-table/es6/misc.Proxy.get.RegExp.test.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.RegExp.toString.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.String.match.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/misc.Proxy.get.String.raw.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.String.replace.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/misc.Proxy.get.String.search.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/misc.Proxy.get.String.split.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/misc.Proxy.get.ToPrimitive.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.ToPropertyDescriptor.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.get.instanceof.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.ownKeys.SerializeJSONObject.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.ownKeys.SetIntegrityLevel.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.ownKeys.TestIntegrityLevel.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.set.Array.copyWithin.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.set.Array.fill.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.set.Array.from.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.set.Array.of.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.set.Array.pop.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.set.Array.push.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.set.Array.reverse.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.set.Array.shift.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.set.Array.splice.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.set.Array.unshift.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.Proxy.set.Object.assign.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es6/misc.RegExp-alter-flags.js: global 未定义
compat-table/es6/misc.RegExp-prototype-toString-generic.js: OK
compat-table/es6/misc.accessors-no-constructor.js: failed
compat-table/es6/misc.bound-function-prototype.arrow.js: SyntaxError: Unexpected token (10:13)
compat-table/es6/misc.bound-function-prototype.class.js: SyntaxError: The keyword 'class' is reserved (10:4)
compat-table/es6/misc.bound-function-prototype.function.js: exception: [Error] [object Object], 'Function' 未定义
compat-table/es6/misc.bound-function-prototype.generator.js: SyntaxError: Unexpected token (10:20)
compat-table/es6/misc.bound-function-prototype.subclass.js: SyntaxError: The keyword 'class' is reserved (10:4)
compat-table/es6/misc.do-while-no-semicolon.js: SyntaxError: Unexpected token (9:22)
compat-table/es6/misc.duplicate-properties-strict.js: SyntaxError: Redefinition of property (10:44)
compat-table/es6/misc.for-in-no-assignment-strict.js: OK
compat-table/es6/misc.function-length-configurable.js: OK
compat-table/es6/misc.identifier-syntax.no-escaped-reserved.js: OK
compat-table/es6/misc.identifier-syntax.var-1.js: OK
compat-table/es6/misc.identifier-syntax.var-2.js: SyntaxError: Unexpected character '𐋀' (9:6)
compat-table/es6/misc.property-order.JSON.parse.js: OK
compat-table/es6/misc.property-order.JSON.stringify.js: OK
compat-table/es6/misc.property-order.Object.assign.js: OK
compat-table/es6/misc.property-order.Object.getOwnPropertyNames.js: OK
compat-table/es6/misc.property-order.Object.keys.js: failed
compat-table/es6/misc.property-order.Reflect.ownKeys.string.js: exception: [Error] [object Object], 'Reflect' 未定义
compat-table/es6/misc.property-order.Reflect.ownKeys.symbol.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/misc.prototypes-not-instances.js: OK
compat-table/es6/new-target.assignment-error.js: SyntaxError: Unexpected token (12:17)
compat-table/es6/new-target.constructor.js: SyntaxError: Unexpected token (12:17)
compat-table/es6/regex.flags.u.case-folding.js: SyntaxError: Invalid regular expression flag (10:20)
compat-table/es6/regex.flags.u.codepoint.js: SyntaxError: Invalid regular expression flag (10:21)
compat-table/es6/regex.flags.u.js: SyntaxError: Invalid regular expression flag (10:21)
compat-table/es6/regex.flags.u.non-bmp.js: SyntaxError: Invalid regular expression flag (10:22)
compat-table/es6/regex.flags.y.js: OK
compat-table/es6/regex.flags.y.lastIndex.js: OK
compat-table/es6/rest-params.arguments.js: SyntaxError: Unexpected token (10:25)
compat-table/es6/rest-params.basic.js: SyntaxError: Unexpected token (10:25)
compat-table/es6/rest-params.length.js: SyntaxError: Unexpected token (10:22)
compat-table/es6/rest-params.new-function.js: exception: [Error] [object Object], 'Function' 未定义
compat-table/es6/rest-params.no-setter.js: SyntaxError: Unexpected token (10:20)
compat-table/es6/spread.array-call.js: SyntaxError: Unexpected token (10:18)
compat-table/es6/spread.array-literal.js: SyntaxError: Unexpected token (10:10)
compat-table/es6/spread.astral-call.js: SyntaxError: Unexpected token (10:15)
compat-table/es6/spread.astral-literal.js: SyntaxError: Unexpected token (10:10)
compat-table/es6/spread.generator-call.js: SyntaxError: Unexpected token (10:26)
compat-table/es6/spread.generator-literal.js: SyntaxError: Unexpected token (10:26)
compat-table/es6/spread.iterable-call.js: SyntaxError: Unexpected token (35:18)
compat-table/es6/spread.iterable-instance-call.js: SyntaxError: Unexpected token (35:18)
compat-table/es6/spread.iterable-instance-literal.js: SyntaxError: Unexpected token (35:15)
compat-table/es6/spread.iterable-literal.js: SyntaxError: Unexpected token (35:15)
compat-table/es6/spread.non-iterable-error.js: SyntaxError: Unexpected token (11:13)
compat-table/es6/spread.sparse-call.js: SyntaxError: Unexpected token (10:16)
compat-table/es6/spread.sparse-literal.js: SyntaxError: Unexpected token (10:11)
compat-table/es6/spread.string-call.js: SyntaxError: Unexpected token (10:18)
compat-table/es6/spread.string-literal.js: SyntaxError: Unexpected token (10:15)
compat-table/es6/subclassing.Array.concat.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Array.filter.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Array.from.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Array.isArray.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Array.length-access.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Array.length-set.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Array.map.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Array.of.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Array.prototype-chain.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Array.slice.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Array.splice.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Function.call.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Function.new.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Function.prototype-chain.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Function.prototype.apply.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Function.prototype.bind.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Function.prototype.call.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Promise.all.js: SyntaxError: The keyword 'class' is reserved (44:2)
compat-table/es6/subclassing.Promise.js: SyntaxError: The keyword 'class' is reserved (44:2)
compat-table/es6/subclassing.Promise.prototype-chain.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.Promise.race.js: SyntaxError: The keyword 'class' is reserved (44:2)
compat-table/es6/subclassing.RegExp.exec.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.RegExp.js: SyntaxError: The keyword 'class' is reserved (11:2)
compat-table/es6/subclassing.RegExp.prototype-chain.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.RegExp.test.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.misc.Boolean.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.misc.Error.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.misc.Map.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/subclassing.misc.Number.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/subclassing.misc.Set.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/subclassing.misc.String.js: SyntaxError: The keyword 'class' is reserved (9:2)
compat-table/es6/super.correct-constructor.js: SyntaxError: The keyword 'class' is reserved (12:2)
compat-table/es6/super.expression.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/super.method-calls.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/super.new-target-binding.js: SyntaxError: The keyword 'class' is reserved (11:2)
compat-table/es6/super.property-access.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/super.statement.js: SyntaxError: The keyword 'class' is reserved (11:2)
compat-table/es6/super.static-binding.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/super.this-binding.js: SyntaxError: The keyword 'class' is reserved (10:2)
compat-table/es6/tail-calls.direct.js: exception: [Error] [object Object], 'f' 未定义
compat-table/es6/tail-calls.mutual.js: RangeError: Maximum call stack size exceeded
compat-table/es6/template.basic.js: SyntaxError: Unexpected character '`' (11:7)
compat-table/es6/template.caching.js: SyntaxError: Unexpected character '`' (17:18)
compat-table/es6/template.escape-sequences.js: SyntaxError: Unexpected character '`' (13:19)
compat-table/es6/template.frozen-array.js: SyntaxError: Unexpected character '`' (12:5)
compat-table/es6/template.line-break.js: exception: [Error] [object Object], 'eval' 未定义
compat-table/es6/template.permanent-caching.js: SyntaxError: Unexpected character '`' (14:18)
compat-table/es6/template.tagged.js: SyntaxError: Unexpected character '`' (21:12)
compat-table/es6/template.toString.js: SyntaxError: Unexpected character '`' (14:9)
compat-table/es6/typed-arrays.ArrayBuffer.Symbol.species.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.DataView.Float32.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.DataView.Float64.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.DataView.Int8.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.DataView.Int16.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.DataView.Int32.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.DataView.Uint8.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.DataView.Uint16.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.DataView.Uint32.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.Float32Array.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.Float64Array.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.Int8Array.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.Int16Array.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.Int32Array.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.Symbol.species.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.Uint8Array.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.Uint8ClampedArray.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.Uint16Array.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.Uint32Array.js: exception: [Error] [object Object], 'ArrayBuffer' 未定义
compat-table/es6/typed-arrays.constructor-iterables.js: global 未定义
compat-table/es6/typed-arrays.constructor-requires-new.js: global 未定义
compat-table/es6/typed-arrays.correct-prototype-chains.js: global 未定义
compat-table/es6/typed-arrays.from.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.of.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.Symbol.iterator.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.copyWithin.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.entries.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.every.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.fill.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.filter.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.findIndex.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.find.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.forEach.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.indexOf.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.join.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.keys.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.lastIndexOf.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.map.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.reduceRight.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.reduce.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.reverse.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.slice.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.some.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.sort.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.subarray.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/typed-arrays.prototype.values.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es6/unicode-escapes.identifier.js: SyntaxError: Unexpected token (9:6)
compat-table/es6/unicode-escapes.property-access.js: SyntaxError: Unexpected token (10:11)
compat-table/es6/unicode-escapes.property-key.js: SyntaxError: Unexpected token (9:12)
compat-table/es6/unicode-escapes.string.js: SyntaxError: Unexpected token (9:9)
compat-table/es6/well-known.hasInstance.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.isConcatSpreadable.non-spreadable.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.isConcatSpreadable.poisoned-getter.js: failed
compat-table/es6/well-known.iterator.arguments.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.iterator.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.match.RegExp-constructor.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.match.String.endsWith.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.match.String.includes.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.match.String.startsWith.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.match.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.replace.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.search.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.species.Array.concat.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.species.Array.filter.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.species.Array.map.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.species.Array.slice.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.species.Array.splice.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.species.Promise.then.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.species.RegExp.split.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.species.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.split.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.toPrimitive.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.toStringTag.existing-builtins.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.toStringTag.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.toStringTag.misc-builtins.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es6/well-known.toStringTag.new-builtins.js: SyntaxError: Unexpected token (23:37)
compat-table/es6/well-known.unscopables.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es2016/Array.prototype.includes.generic.js: OK
compat-table/es2016/Array.prototype.includes.js: OK
compat-table/es2016/Array.prototype.includes.sparse.js: TypeError: Cannot read properties of null (reading 'type')
compat-table/es2016/Array.prototype.includes.typed-array.js: exception: [Error] [object Object], 'Int8Array' 未定义
compat-table/es2016/exponentiation.assignment.js: SyntaxError: Unexpected token (10:16)
compat-table/es2016/exponentiation.basic.js: SyntaxError: Unexpected token (10:12)
compat-table/es2016/exponentiation.unary-negation-error.js: SyntaxError: Unexpected token (10:9)
compat-table/es2016/misc.Proxy-Array-includes.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es2016/misc.Proxy-enumerate-removed.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es2016/misc.generator-no-new.js: SyntaxError: Unexpected token (10:11)
compat-table/es2016/misc.generator-throw-inner.js: SyntaxError: Unexpected token (10:11)
compat-table/es2016/misc.nested-rest-destructuring-decl.js: SyntaxError: Unexpected token (10:6)
compat-table/es2016/misc.nested-rest-destructuring-params.js: SyntaxError: Unexpected token (9:19)
compat-table/es2016/misc.strict-fn-non-simple-params-error.js: SyntaxError: Unexpected token (9:15)
compat-table/es2017/Atomics.add.js: exception: [Error] [object Object], 'Atomics' 未定义
compat-table/es2017/Atomics.and.js: exception: [Error] [object Object], 'Atomics' 未定义
compat-table/es2017/Atomics.compareExchange.js: exception: [Error] [object Object], 'Atomics' 未定义
compat-table/es2017/Atomics.exchange.js: exception: [Error] [object Object], 'Atomics' 未定义
compat-table/es2017/Atomics.isLockFree.js: exception: [Error] [object Object], 'Atomics' 未定义
compat-table/es2017/Atomics.load.js: exception: [Error] [object Object], 'Atomics' 未定义
compat-table/es2017/Atomics.notify.js: exception: [Error] [object Object], 'Atomics' 未定义
compat-table/es2017/Atomics.or.js: exception: [Error] [object Object], 'Atomics' 未定义
compat-table/es2017/Atomics.store.js: exception: [Error] [object Object], 'Atomics' 未定义
compat-table/es2017/Atomics.sub.js: exception: [Error] [object Object], 'Atomics' 未定义
compat-table/es2017/Atomics.wait.js: exception: [Error] [object Object], 'Atomics' 未定义
compat-table/es2017/Atomics.xor.js: exception: [Error] [object Object], 'Atomics' 未定义
compat-table/es2017/Object.entries.js: OK
compat-table/es2017/Object.getOwnPropertyDescriptors.js: OK
compat-table/es2017/Object.getOwnPropertyDescriptors.no-undefined.js: exception: [Error] [object Object], 'Proxy' 未定义
compat-table/es2017/Object.values.js: OK
compat-table/es2017/SharedArrayBuffer.Symbol.species.js: exception: [Error] [object Object], 'SharedArrayBuffer' 未定义
compat-table/es2017/SharedArrayBuffer.js: failed
compat-table/es2017/SharedArrayBuffer.prototype.Symbol.toStringTag.js: exception: [Error] [object Object], 'SharedArrayBuffer' 未定义
compat-table/es2017/SharedArrayBuffer.prototype.byteLength.js: exception: [Error] [object Object], 'SharedArrayBuffer' 未定义
compat-table/es2017/SharedArrayBuffer.prototype.slice.js: exception: [Error] [object Object], 'SharedArrayBuffer' 未定义
compat-table/es2017/String.prototype.padEnd.js: OK
compat-table/es2017/String.prototype.padStart.js: OK
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.ToObject.js: exception: [Error] [object Object], '__defineGetter__' 未定义
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.js: OK
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.symbols.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.ToObject.js: exception: [Error] [object Object], '__defineSetter__' 未定义
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.js: OK
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.symbols.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.ToObject.js: exception: [Error] [object Object], '__lookupGetter__' 未定义
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.prototype-chain.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.shadow-accessors.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.symbols.js: exception: [Error] [object Object], 'Symbol' 未定义
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.ToObject.js: exception: [Error] [object Object], '__lookupSetter__' 未定义
